,target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank
1374,COC(=O)CCN.O=C(O)c1ccc(C2C(C(=O)c3ccc(OC(F)(F)F)cc3)C2c2ccc(C3CCCCC3)cc2)cc1,COC(=O)CCN.O=C(O)c1ccc(C2C(C(=O)c3ccc(OC(F)(F)F)cc3)C2c2ccc(C3CCCCC3)cc2)cc1,C=Cc1cc(C2=CCCCC2)ccc1C1C(C(=O)c2ccc(OC(F)(F)F)cc2)C1C1=CC=CC(=O)NCCC(=O)OC1,COC(=O)CCN.O=C(Cl)c1ccc(C2C(C(=O)c3ccc(OC(F)(F)F)cc3)C2c2ccc(C3CCCCC3)cc2)cc1,COC(=O)CCNC(=O)C=C1C=CSC(C(O)C2Cc3cc(OC(F)(F)F)ccc3C2=O)=C1.OB(O)c1ccc(C2CCCCC2)cc1,C=C1C2=CC(Br)=CC(=C(C=CC(=O)NCCC(=O)OC)C=C2)C2C1C2C(=O)c1ccc(OC(F)(F)F)cc1.[Zn+]C1CCCCC1,1
1375,CNC.O=C(O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,CNC.O=C(O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,CNC.COC(=O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,CNC.O=C(Cl)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,CCOC(=O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O.CNC,CNC.CS(=O)(=O)OC(=O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,1
1376,CC(C)c1ccc(CBr)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1O,CC(C)c1ccc(CBr)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1O,CC(C)c1ccc(CCl)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1O,CC(C)c1ccc(CO)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1O,CC(C)c1ccc(CO)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1Cl,CC(C)c1ccc(CO)cc1.COC(=O)c1cc([N+](=O)[O-])ccc1F,1
1377,CC(C)Oc1ccc2c(c1)Nc1cccc(S(=O)(=O)N(C)C)c1S2.ClCCCBr,CC(C)Oc1ccc2c(c1)Nc1cccc(S(=O)(=O)N(C)C)c1S2.ClCCCBr,CC(C)Oc1cccc(Nc2cccc(S(=O)(=O)N(C)C)c2S)c1.ClCCCBr,CC(C)I.CNCCCOc1ccc2sc3c(S(=O)(=O)N(C)C)cccc3c2c1,CC(C)I.CCCCCOc1ccc(Sc2ccccc2S(=O)(=O)N(C)C)c(N)c1,CC(C)I.CN(C)S(=O)(=O)c1ccccc1Sc1ccc(OCCCCO)cc1N,1
1378,CS(=O)(=O)OC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1Cl.[N-]=[N+]=[N-],CO[C@H](CBr)[C@@H](Cl)CCN(C/C=C/Br)C(=O)NC=O.[N-]=[N+]=[N-],O=c1[nH]c(=O)n([C@H]2C[C@H](CCl)[C@@H](CBr)O2)cc1/C=C/Br.[N-]=[N+]=[N-],O=c1[nH]c(=O)n([C@H]2C[C@H](Cl)[C@@H](CBr)O2)cc1/C=C/Br.[N-]=[N+]=[N-],O=c1[nH]c(=O)n(CC2O[C@H](CBr)[C@H]2CCl)cc1/C=C/Br.[N-]=[N+]=[N-],CO[C@H](CBr)[C@@H](Cl)CCN1C(=O)NC(=O)C1/C=C/Br.[N-]=[N+]=[N-],0
1379,Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1.O=C(O)c1cccc(C(F)(F)F)c1,Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1.O=C(Cl)c1cccc(C(F)(F)F)c1,Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1.O=C(O)c1cccc(C(F)(F)F)c1,CCOC(=O)c1cccc(C(F)(F)F)c1.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1,COC(=O)c1cccc(C(F)(F)F)c1.Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1,Nc1ccc2nc(NC(=O)C3CC3)cn2n1.O=C(O)c1cccc(C(F)(F)F)c1,2
1380,Cc1cc(C)c(NC(=O)CCl)c(C)c1.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,Cc1cc(C)c(NC(=O)CCl)c(C)c1.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,CC=C1C=C(C)C(NC(=O)CCl)=C1C.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,Cc1cc(C)c(NC(=O)CBr)c(C)c1.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,CC=C1C=C(C)C(NC(=O)CBr)=C1C.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,CC1=CCC=CC(C)=C1NC(=O)CCl.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,1
1381,COc1cc(C)c(C(=O)c2c(Cl)cncc2OC)c(OC)c1OC.[OH-],COc1cc(C)c(C(=O)Cl)c(OC)c1OC.COc1cc(Cl)c(C(=O)[O-])c(OC)c1OC,COc1cc(C)c(C(=O)[O-])c(OC)c1OC.COc1cc(Cl)c(C(=O)[O-])c(OC)c1OC,COc1cc(C)c(C(=O)c2c(Cl)cncc2OC)c(OC)c1OC.O=C(OO)c1cccc(Cl)c1,COc1cc(C)c(C(=O)O)c(OC)c1OC.COc1cc(Cl)c(C(=O)[O-])c(OC)c1OC,COc1cc(C)c(C(=O)Cl)c(OC)c1OC.COc1cc(Cl)c(C(=O)[O-])c(OC)c1,0
1382,COc1ccc(-c2nc(Cl)nc3ccc(Br)cc23)cc1OC.N,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC.Nc1nc(Cl)c2cc(Br)ccc2n1,COc1ccc(B(O)O)cc1OC.Nc1nc(Cl)c2cc(Br)ccc2n1,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1OC.Nc1nc(Cl)c2ccc(Br)cc2n1,C#CC(Br)=CC1=CN=C(Cl)N=CC2=CC(=COC)C(OC)=CN12.N,COc1ccc(-c2nc(Cl)nc3ccc(Br)cc23)cc1OC.N,5
1383,CC1(C)C(=O)N(C2CC2)c2cc(N)ncc21.Cc1ncc(C(=O)O)cn1,CC1(C)C(=O)N(C2CC2)c2cnc(N)cc21.Cc1ncc(C(=O)O)cn1,CC1Cc2cc(N)ncc2N(C2CC2)C1=O.Cc1ncc(C(=O)O)cn1,CC1Cc2cc(N)ncc2N(C2CC2)C1=O.Cc1ncc(C(=O)O)cn1,CC1Cc2cnc(N)cc2N(C2CC2)C1=O.Cc1ncc(C(=O)O)cn1,CC1(C)C(=O)N(C2CC2)c2cc(N)ncc21.Cc1ncc(C(=O)O)cn1,5
1384,CC(c1ccc2c(c1)C(C)(C)CCN2C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)c1ccc2c(c1)C(C)(C)CCN2C.c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC(=Cc1ccccc1)c1ccc2c(c1)C(C)(C)CCN2C,C1=CC=C[P+](Cc2ccccc2)(c2ccccc2)c2ccccc2C=C1.CC(=O)c1ccc2c(c1)C(C)(C)CCN2C,CC(=O)c1ccc2c(c1)C(C)(C)CCN2C.S=Cc1ccccc1,CC(=Cc1ccccc1)c1ccc2c(c1)C(C)(C)CCN2C(=O)OC(C)(C)C,0
1385,CC(C)n1c(C=O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)O.NCc1ccc(F)cc1,CC(C)n1c(C=O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)O.NCc1ccc(F)cc1,CC(C)n1c(CO)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NCc1ccc(F)cc1,CC(C)n1c(C=O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Cl.NCc1ccc(F)cc1,CC(C)n1c(C=O)c(Br)c(-c2ccccc2)c1C(=O)NCc1ccc(F)cc1.OB(O)c1ccc(F)cc1,CC1(C)NC=C(c2ccccc2)C(c2ccc(F)cc2)=C1C(=O)NCc1ccc(F)cc1.CN(C)C=O,1
1386,O=C(c1cc(Cl)ccc1[N+](=O)[O-])C1CCCCC1,CON(C)C(=O)c1cc(Cl)ccc1N.[Mg+]C1CCCCC1,Nc1ccc(Cl)cc1.O=C(Cl)C1CCCCC1,CON(C)C(=O)C1CCCCC1.Nc1ccc(Cl)cc1I,Nc1ccc(Cl)cc1C(=O)C1CCCCC1,Nc1ccc(Cl)cc1[Zn+].O=C(Cl)C1CCCCC1,0
1387,CC(C)(C)OC(=O)N1CCC(c2ccccc2Sc2c[nH]c3ccccc23)CC1,Cc1ccccc[nH]cc1Sc1ccccc1C1CC(NC(=O)OC(C)(C)C)C1,CCc1ccccc[nH]cc1Sc1ccccc1C1CCNC(=O)OC(C)(C)C1,O=C(OCc1ccccc1)N1CCC(c2ccccc2Sc2c[nH]c3ccccc23)CC1,C=Cc1ccccc[nH]cc1Sc1ccccc1CCCNC(=O)OC(C)(C)C,C(=C1CCNCC1)c1ccccc1Sc1c[nH]c2ccccc12,0
1388,CCCN(CCO)C(=O)OC(C)(C)C.Cc1nc(Cl)ccc1[N+](=O)[O-],CCCN(CCO)C(=O)OC(C)(C)C.Cc1nc(Cl)ccc1[N+](=O)[O-],CCCN(CCO)C(=O)OC(C)(C)C.Cc1nc(F)ccc1[N+](=O)[O-],CCCN(CCO)C(=O)OC(C)(C)C.Cc1nc(O)ccc1[N+](=O)[O-],CCCN(CCCl)C(=O)OC(C)(C)C.Cc1nc(O)ccc1[N+](=O)[O-],CCCNCCOc1ccc([N+](=O)[O-])c(C)n1.Cc1cc(O)ncc1OC(C)(C)C,1
1389,CN(C(=O)OC(C)(C)C)[C@H](Cc1ccc(O)cc1)C(=O)O.Nc1cc2[nH]c(-c3ccccc3)c3cn[nH]c(=O)c(c1)c23,CN(C(=O)OC(C)(C)C)[C@H](Cc1ccc(O)cc1)C(=O)O.Nc1cc2[nH]c(-c3ccccc3)c3cn[nH]c(=O)c(c1)c23,CN[C@H](Cc1ccc(O)cc1)C(=O)O.Nc1cc2[nH]c(-c3ccccc3)c3cn[nH]c(=O)c(c1)c23,CC1=c2c(c(-c3ccccc3)[nH]c2=CCN)C=NNC1=O.CN(C(=O)OC(C)(C)C)[C@H](Cc1ccc(O)cc1)C(=O)O,CI.CN[C@H](Cc1ccc(O)cc1)C(=O)Nc1cc2[nH]c(-c3ccccc3)c3cn[nH]c(=O)c(c1)c23,CC(C)(C)OC(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O.Nc1cc2[nH]c(-c3ccccc3)c3cn[nH]c(=O)c(c1)c23,1
1390,CC1CCCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1Cl,CC1CCCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1Cl,CC1CCCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1F,CC1CCCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1Br,CCC1CCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1Cl,CCC1CCNC1.O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1F,1
1391,N#CCOc1cccc(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1.[N-]=[N+]=[N-],N#CCOc1ccc(COc2ccc(OCc3ccc4ccccc4n3)cc2)cc1.[N-]=[N+]=[N-],N#CCOC1=CC=CC(COc2ccc(OCc3ccc4ccccc4n3)cc2)=CC(OCC#N)=C1.[N-]=[N+]=[N-],N#CCOc1cccc(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1.[N-]=[N+]=[N-],N#CCOC=Cc1cccc(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1.[N-]=[N+]=[N-],N#CCOC=C1C=CC(COc2ccc(OCc3ccc4ccccc4n3)cc2)=C1.[N-]=[N+]=[N-],3
1392,COC(=O)c1ccccc1Sc1ccc2c(c1)NC(=O)/C2=C1\C=C(N2CCOCC2)C(C)(C)O1,COC(=O)c1ccccc1Sc1cccc(NC(=O)/C=C(\C=CN2CCOCC2)C=C(C)C)c1,COC(=O)c1ccccc1Sc1cccc(NC(=O)/C=C/C=C(N2CCOCC2)C(C)(C)O)c1,COC(=O)c1ccccc1Sc1cccc(NC(=O)/C=C(/C=C(C)C)C(=O)NC(C)C)c1,COC(=O)c1ccccc1Sc1cccc2c1CC(C1=C(C)C(N)CC1)=CC(=O)N2,COC(=O)c1ccccc1Sc1cccc(NC(=O)C2=CC=C(N3CCOCC3)C(C)(C)O2)c1,0
1393,Cc1cc(CC2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.O=Cc1cccc(F)c1,Cc1cc(CC2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.O=Cc1cccc(F)c1,Cc1cc(CC2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.Fc1cccc(CBr)c1,Cc1cc(C=C2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.O=Cc1cccc(F)c1,Cc1cc(CC2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.Fc1cccc(CBr)c1,Cc1cc(CC2CCNCC2)cc2c1C(=O)N(CC1CC1)C2.Fc1cccc(CCl)c1,1
1394,CCCCCCCCCCCCCC(=O)O.CO[C@@H](C(=O)N[C@H]1CC[C@@H](O)CN(Cc2cccnc2)C1=O)[C@@H]1OC(C)(C)O[C@H](/C=C/C(C)(C)C)[C@H]1O,CCCCCCCCCCCCCC(=O)O.CO[C@@H](C(=O)O)[C@@H]1OC(C)(C)O[C@H](/C=C/C(C)(C)C)[C@H]1OC(=O)N(Cc1cccnc1)C1CC(O)C1,CCCCCCCCCCCCCC(=O)OCCC1CN(Cc2cccnc2)C(=O)[C@H]1N.CO[C@@H](C(=O)O)[C@@H]1OC(C)(C)O[C@H](/C=C/C(C)(C)C)[C@H]1O,C=[N+]=[N-].COC(=O)O[C@@H]1[C@@H](/C=C/C(C)(C)C)OC(C)(C)O[C@H]1[C@@H](OC)C(=O)N[C@H]1CCCCCCCCCCCCCC(=O)OCCC1,C=[N+]=[N-].CCCCCCCCCCCCCC(=O)OCCC[C@H](NC(=O)[C@H](OC)[C@@H]1OC(C)(C)O[C@H](/C=C/C(C)(C)C)[C@H]1O)C(=O)OC,CCCCCCCCCCCCCC(=O)O.CO[C@H](O/C=C/C(C)(C)OCOC(C)(C)C)C(=O)N[C@H]1CC[C@@H](O)CN1Cc1cccnc1C,0
1395,COCCCOc1cc(C(O)CC(C)C)ccc1OC,COCCCBr.COc1ccc(C(=O)CC(C)C)cc1O,COCCCOc1cc(C(O)CC(C)C)ccc1OC,COCCCOC=Cc1cc(C(O)CC(C)C)ccc1OC,CI.COCCCOc1cc(C(=O)CC(C)C)ccc1O,CI.COCCCOc1cc(C(=O)C=C(C)C)ccc1O,2
1396,C[C@@H](N)c1ccccc1.Cc1ccc(C(=O)Cl)cc1Br,C[C@@H](N)c1ccccc1.Cc1ccc(C(=O)O)cc1Br,C[C@H](N)c1ccccc1.Cc1ccc(C(=O)O)cc1Br,C[C@@H](N)c1ccccc1.Cc1ccc(C(=O)Cl)cc1Br,C[C@@H]([NH3+])c1ccccc1.Cc1ccc(C(=O)O)cc1Br,C[C@@H](N)c1ccccc1.Cc1ccc(C(=O)O)cc1Br,3
1397,Cc1ccc(C(=O)O)c(Br)c1.O=C(NC[C@H]1NC[C@H]2C[C@H]21)C(F)(F)F,CC1=CC=C(C(=O)N2C[C@H]3C[C@H]3C2)CNC(Br)=C1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,Cc1ccc(C(=O)O)c(Br)c1.O=C(NC[C@H]1NC[C@H]2C[C@H]21)C(F)(F)F,Cc1ccc(C(=O)N2C[C@H]3C[C@H]3[C@H]2CN)c(Br)c1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,Cc1ccc(C(=O)O)c(Br)c1.O=C(NC[C@@H]1NC[C@H]2C[C@H]21)C(F)(F)F,CC=C1C=C(Br)NCC(C(=O)NC[C@H]2C[C@H]2C)=C1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,2
1398,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1.COc1c(NC(=O)c2cc3cccc(CN4CCNCC4)c3n2C)cc(C(C)(C)C)cc1NS(C)(=O)=O,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1.CCC=CCn1c(C(=O)NC(=COC)CCCC=CNS(C)(=O)=O)cc2cccc(CN3CCNCC3)c21,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1.COC=C(CC=CNS(C)(=O)=O)NC(=O)c1cc2cccc(CN3CCNCC3)c2n1CC=CC(C)C,C=C1CN(C(=O)CBr)CCN1CC1C=CC(=CC=CC(=O)NC(=COC)CC=C(C=CNS(C)(=O)=O)C(C)(C)C)NP1.CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1,C=C1CN(C(=O)CBr)CCN1CC1C=CC(=CC=CC(=O)NC2=C(OC)C(NS(C)(=O)=O)=CC(C(C)(C)C)=CC2)NP1.CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1.COC1=C(NC(=O)c2cc3cccc(CN4CCNCC4)c3n2CC=CC(C)C)CC=C1NS(C)(=O)=O,0
1399,COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1O.ClCCBr,COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1O.ClCCBr,BrCCBr.COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1O,BrCCBr.COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1OCCCl,BrCCBr.COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1OCCO,COc1cc2c(Oc3cc(C)c(C)nc3-c3cccc(C)n3)ccnc2cc1O.OCCBr,1
1400,COc1cc2c(=O)[nH]c3nccc(Cl)c3c2cc1OC.COc1cccc(N)c1,COc1ccc2c(=O)[nH]c3nccc(Cl)c3c2c1OC.COc1cccc(N)c1,COc1ccc(C(=O)O)cccncc1OC.COc1cccc(N)c1,COc1cc2nccc(C(=O)O)c2cc1OC.COc1cccc(N)c1,COC1=c2ccc3c(Cl)ccnc3[nH]c(=O)ccc2=COC1.COc1cccc(N)c1,COC=C1C=CC(=O)Nc2nccc(Cl)c2C=CC=C1OC.COc1cccc(N)c1,0
1401,OC(CCC(F)(F)F)CCC(F)(F)F,CCOC(=O)CCC(F)(F)F.FC(F)(F)CCI,OC(C=CC(F)(F)F)CCC(F)(F)F,CON(C)C(=O)CCC(F)(F)F.FC(F)(F)CCI,NCCC(F)(F)F.O=C(O)CCC(F)(F)F,COC(=O)CCC(F)(F)F.FC(F)(F)CCI,0
1402,COC(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,CCOC(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,COC(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,CC(C)(C)OC(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,O=C(O)C(=O)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1,Nc1ccc(Cl)cc1Cl.O=C(O)c1n[nH]c(-c2ccc(Cl)cc2)n1,2
1403,FC(F)(F)c1ccc(Cl)nc1.OO,FC(F)(F)c1ccc(Cl)nc1.OO,FC(F)(F)c1ccc(Cl)cn1.OO,FC(F)(F)c1ccc(Cl)nc1.O=C(OO)c1cccc(Cl)c1,FC(F)(F)c1ccc(Cl)nc1.[O-]O,FC(F)(F)c1ccc(Cl)nc1.[OH-],1
1404,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1.CI,CCc1oc2ccccc2c1C(O)c1cc(Br)c(OC)c(Br)c1,CCc1oc2ccccc2c1Br.COc1c(Br)cc(C(=O)Cl)cc1Br,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1.CI,CCc1oc2ccccc2c1C(=O)Cl.COc1c(Br)cc(C(=O)Cl)cc1Br,CCc1oc2ccccc2c1[Zn+].COc1c(Br)cc(C(=O)Cl)cc1Br,3
1405,CCOC(=O)c1cnc(Cl)c2c(COc3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)csc12.N,CCOC(=O)c1cnc(N)c2c(COc3cccc(N)c3)csc12.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(=O)CC=NC(N)=C1CSC=C1COc1cccc(N)c1.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(=O)CC1=NC(N)=C2C(COc3cccc(N)c3)=CSC12.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(=O)C1=C2NC(=CC(COc3cccc(N)c3)=CS2)N=C1.O=S(=O)(Cl)c1ccc(Cl)cc1,CCOC(=O)CC=NC(N)=CC(=CSC)COc1cccc(N)c1.O=S(=O)(Cl)c1ccc(Cl)cc1,0
1406,CC(C)(C)OC(=O)N1CCC[C@H](NC(=O)C23CC4CC(C2)C(=O)C(C4)C3)C1,CC(C)(C)OC(=O)N1CCC[C@H](N)C1.O=C(O)C12CC3CC(C1)C(O)C(C3)C2,CC(C)(C)OC(=O)NC1CC[C@H](N)C1.O=C(O)C12CC3CC(C1)C(O)C(C3)C2,CC(C)(C)OC(=O)N1CCC[C@H](N)C1.O=C(Cl)C12CC3CC(C1)C(O)C(C3)C2,CC(C)(C)OC(=O)N1CCC[C@H]([NH3+])C1.O=C(O)C12CC3CC(C1)C(O)C(C3)C2,CC[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)C1CCCC(C(C)=O)C1,0
1407,CC(C)(C)C1CCC(c2ccccc2N2CCNCC2)CC1.CCOC(=O)Cl,CC(C)(C)C1CCC(c2ccccc2Br)CC1.CCOC(=O)N1CCNCC1,CC(C)(C)[C@H]1CC[C@@H](c2ccccc2Br)CC1.CCOC(=O)N1CCNCC1,CC(C)(C)C1CCC(c2ccccc2O)CC1.CCOC(=O)N1CCNCC1,CCOC(=O)Cl.CNCCN1c2ccccc2C2CCCC(C)(C)CCCC21,CCOC(=O)N1CCNCC1.CSOc1ccccc1C1(O)OCCC1CCC(C)(C)C,0
1408,CC(C)(C)OC(=O)CCl.NCc1ccccc1,CC(C)(C)OC(=O)CBr.NCc1ccccc1,BrCc1ccccc1.CC(C)(C)OC(=O)CN,CC(C)(C)OC(=O)CN.O=Cc1ccccc1,BrCc1ccccc1.CC(C)(C)OC(O)CN,CC(C)(C)OC(=O)CCl.NCc1ccccc1,5
1409,CC(C)(C)[Si](C)(C)Oc1cc(Br)cc(Br)c1.CN(C)C=O,CC(C)(C)[Si](C)(C)Oc1cc(Br)cc(Br)c1.CN(C)C=O,CC(C)(C)[Si](C)(C)Oc1cc(Br)cc(CO)c1,CC(C)(C)[Si](C)(C)Oc1cc(N)cc(Br)c1.O=CO,CC(C)(C)[Si](C)(C)Oc1cc(N)cc(Br)c1.CN(C)C=O,CC(C)(C)[Si](C)(C)Oc1cc(N)cc(Br)c1.O=C(Cl)Cl,1
1410,CCC[C@@H](NC(=O)N1CC(=NOCC)NC[C@@H](Cc2cc(Cl)ccc2OC)C1=O)c1ccc(C(=O)O)c([N+](=O)[O-])c1,C#CC=C(Cl)C=CCCCOC(=O)N(C)C(=NOCC)C1NC(=O)N[C@H](CCC)OCC1=O,CC=CCCCN(C(=O)OC(C)(C)C)C(CNC(=O)N[C@@H](CCl)CCC)=NOCC,C=C(Cl)C=C1CCCN(Cc2ccccc2)C(=NOCC)CN2C(=O)COC1=C[C@@H](CCC)NC2=O,C#CC=C(Cl)C=CCCCOC(=O)N(C)C(=NOCC)C1NC(=O)N[C@H](CCC)OCC1=O,C#CC=C(Cl)C=CCCCOC(=O)N(C)C(CNC(=O)N[C@H](CCC)OCC=O)=NOCC,0
1411,C1COCCN1.COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C1COCCN1.COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C1COCCN1.COC=C(F)C(F)=Cc1cn(C2CC2)cc(C(=O)O)c1=O,C1COCCN1.COC=C(F)C(F)=Cc1cn(C2CC2)cc(C(=O)O)c1=O,C1COCCN1.C=O.COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C1COCCN1.COc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1
1412,NCCCCn1cnc2c(N)nc3ccccc3c21.O=C(Cl)c1cccc2cccnc12,NCCCCn1cnc2c(N)nc3ccccc3c21.O=C(Cl)c1cccc2cccnc12,NCCCCn1cnc2c(N)nc3ccccc3c21.O=C(O)c1cccc2cccnc12,NCCCCNC=Nc1c(N)nc2c3cccc2c13.O=C(Cl)c1cccc2cccnc12,NCCCC1NC=Nc2c(N)nc3ccccc3c21.O=C(Cl)c1cccc2cccnc12,NCCCCNC=Nc1c(N)nc2c3cccc2c13.O=C(O)c1cccc2cccnc12,1
1413,COc1cc2c(cc1Cl)CN(C(=O)OC(C)(C)C)C2,COc1cc2c(cc1Cl)CN(Cc1ccccc1)C2,COc1cc2c(cc1Cl)CN(C(=O)OC(C)(C)C)C2,COc1cc2c(cc1Cl)CN(C(=O)C(F)(F)F)C2,COc1c(Cl)cc2cc1CN(C(=O)C(F)(F)F)C2,COC1=CC2=C(CC1Cl)CN(Cc1ccccc1)C2,2
1414,CC(NC(=O)OCc1ccccc1)c1nc2cnccn2c1-c1ccccn1,CC(N)c1nc2cnccn2c1Br.OB(O)c1ccccn1,CC(N)c1nc2cnccn2c1Br.Cc1ccccn1,CC(=O)c1nc2cnccn2c1-c1ccccn1.[BH3-]C#N,CC(NC(=O)OCc1ccccc1)c1nc2cnccn2c1-c1ccccn1,CC(N)c1nc2cnccn2c1Br.CCCC[Sn](CCCC)(CCCC)c1ccccn1,4
1415,CC(C)[O-].Cc1ncc2n1-c1ccc(N)cc1C(c1ccccc1F)=NC2,CC(=O)Cl.Cc1ncc2n1-c1ccc(N)cc1C(c1ccccc1F)=NC2,CC(=O)OC(C)=O.Cc1ncc2n1-c1ccc(N)cc1C(c1ccccc1F)=NC2,CC(=O)Cl.CC1=NC=CC2CN=C(c3ccccc3F)c3cc(N)ccc3N12,CC(=O)OC(C)=O.CN=C(c1ccccc1F)c1cc(N)ccc1-n1ccnc1C,CC(=O)Cl.CN=C(c1ccccc1F)c1cc(N)ccc1-n1ccnc1C,0
1416,C1CCNCC1.O=C(O)c1ccc2[nH]c3ccccc3c2c1,C1CCNCC1.O=C(O)c1ccc2[nH]c3ccccc3c2c1,C1CCNCC1.O=C([O-])c1ccc2[nH]c3ccccc3c2c1,C1CCNCC1.O=C(Cl)c1ccc2[nH]c3ccccc3c2c1,C1CCNCC1.COC(=O)c1ccc2[nH]c3ccccc3c2c1,C1CCNCC1.CCOC(=O)c1ccc2[nH]c3ccccc3c2c1,1
1417,COC(=O)c1cccc2[nH]cc(C=O)c12.NO,COC(=O)c1cccc2[nH]cc(C=O)c12.NO,COC(=O)c1cccc2[nH]ccc12.NO,COC(=NO)c1cccc2[nH]cc(CO)c12,COC(=NO)c1cccc2[nH]ccc12.NO,COC(=NO)c1cccc2[nH]cc(C=O)c12,1
